"nombre","direccion","contacto","latitud","longitud"
"Registro Civil Etzatlán","Escobedo No. 320, Col. Centro, Etzatlán, Jalisco","01 386 75 30 785","20.7636475","-104.0808079"
"Registro Civil Gómez Farias","Leandro Valle No. 5, Col. Centro, Gómez Farias, Jalisco","01 341 43 300 10 ext. 109","19.2498312","-103.7217714"
"Registro Civil La Huerta","Juàrez No. 15, Col. Centro, C.P. 48850, La Huerta, Jalisco","13573840046","19.4873902","-104.6383777"
"Registro Civil Ixtlahuacan del Río","República No. 2, Col. Centro, Ixtlahuacan del Río, Jalisco","01 373 73 47 123","20.8622569","-103.239969"
"Registro Civil Jalostotitlan","Palacio Municipal s/n, Col. Centro, C.P. 47120, Jalostotitlan, Jalisco","14317460654","21.1672667","-102.4681537"
"Registro Civil Jamay","Madero No. 75, Col. Centro, C.P. 47901, Jamay, Jalisco.","13 929 24 12 58","20.2960475","-102.7106394"
"Registro Civil Jesús María","Orozco Romero No. 24, Col. Centro, C.P. 47950 Jesús María, Jalisco","13487040034","20.6064982","-102.2233233"
"Registro Civil Jocotepec","Hidalgo No. 6, Col. Centro, Jocotepec, Jalisco","01 387 76 31 762","20.2864104","-103.430284"
"Registro Civil Juanacatlan","Independencia No. 1, Col. Centro, C.P. 45880, Juanacatlan, Jalisco.","373 20 311","20.506264","-103.1717391"
"Registro Civil Magdalena","Hidalgo NO. 45, Col. Centro, C.P. 46470, Magdalena, Jalisco","13867440187","20.9075589","-103.9798749"
"Registro Civil Mezquitic","Jardín Hidalgo s/n, Col. Centro, Mezquitic, Jalisco","01 457 98 100 44","22.3894517","-103.7263184"
"Registro Civil Ojuelos","Mariano Azuela No. 25, Col. Centro, Ojuelos, Jalisco","01 496 85 101 94","21.8669789","-101.5909809"
"Registro Civil Pihuamo","Morelos No. 7, Col. Centro, Pihuamo, Jalisco","01 312 39 60 236","19.2537372","-103.3796015"
"Registro Civil Poncitlan","Ramón Corona No. 25, Oriente, Poncitlan, Jalisco","31 391 92 1 12 59","20.379337","-102.9261793"
"Registro Civil Puerto Vallarta","Dirección:Peru No. 201, Col. Centro, C.P.45680,El Salto, Jalisco","132 23 42 39","20.5178271","-103.1826862"
"Registro Civil Quitupan","Calle Libertad No. 42, Col. Centro, C.P. 59510, Quitupan, Jalisco","13825750003","18.0910399","-98.12447879999999"
"Registro Civil San Diego de Alejandría","Ramón Corona No. 101, Col. Centro, San Diego de Alejandría, Jalisco","01 395 72 600 60","20.817006","-102.7569039"
"Registro Civil San Ignacio Cerro Gordo","Juárez No. 12, Col. Centro, San Ignacio Cerro Gordo, Jalisco","01 348 71 60 990","20.8272807","-102.5905609"
"Registro Civil San Juan de los Lagos","Simón Hernández No. 1, Col. Centro, San Juan de los Lagos, Jalisco","01 395 78 50 001","21.2458044","-102.333686"
"Registro Civil San Juanito de Escobedo","Morelos No. 32, Col. Centro, San Juanito de Escobedo, Jalisco","13 867 54 00 40","20.7986376","-104.0029781"
"Registro Civil San Julián","Hidalgo No. 23, Col. Centro, San Julián, Jalisco","01 347 71 800 01","21.0107095","-102.18078"
"Registro Civil San Marcos","Madero No. 25, Col. Centro, San Marcos, Jalisco","01 386 75 70 408","19.8101188","-102.7023483"
"Registro Civil San Miguel el Alto","Portal Independencia No. 4, San Miguel el Alto, Jalisco","01 347 78 82 040 ext. 116","21.0312646","-102.4021004"
"Registro Civil San Sebastián del Oeste","Juárez No. 3, Col. Centro, C.P. 46990, San Sebastián del Oeste, Jalisco","13222972945","20.7613306","-104.8528075"
"Registro Civil Sayula","Mariano Escobedo No. 52, Col. Centro, C.P. 49300, Sayula, Jalisco","13424220283","19.7728984","-104.3676144"
"Registro Civil Tala","Ramón Corona No. 5, Col. Centro, C.P. 45300, Tala, Jalisco.","13 847 38 00 05","20.6491015","-103.6889243"
"Registro Civil Talpa de Allende","Independencia No. 32, Col. Centro, C.P. 48200, Talpa de Allende, Jalisco","01 388 38 50009","20.3822232","-104.8232348"
"Registro Civil Tamazula de Gordiano","Ramón Corona No. 32, Col. Centro, Tamazula de Gordiano, Jalisco","01 358 41 62 612","19.6848618","-103.247037"
"Registro Civil Tapalpa","Agustín Yañez No. 2, Col. Centro, Tapalpa, Jalisco","01 343 20 008","19.9444112","-103.7571359"
"Registro Civil Tecalitlan","Calle Juárez No. 56 Poniente, Col. Centro, C.P. 49900, Tecalitlan, Jalisco","01 371 41 8 28 56","19.4715159","-103.3070959"
"Registro Civil Teocaltiche","Plaza Principal No. 50, Col. Centro, Teocaltiche, Jalisco","01 346 787 21 52","22.9507547","-102.7010098"
"Registro Civil Tepatitlán de Morelos","Hidalgo No. 45, Col. Centro, Tepatitlán de Morelos, Jalisco","01 378 78 88 700","20.8119927","-102.7584666"
"Registro Civil Teuchitlán","16 de Septiembre No. 10, Col. Centro, Teuchitlán, Jalisco","01","20.6834998","-103.8480176"
"Registro Civil Tizapan El Alto","Independencia No. 170, Col. Centro,C.P. 49400, Tizapan, Jalisco.","13 076 76 81 158","20.1592912","-103.0446699"
"Registro Civil Tlajomulco de Zuñiga","Donato Guerra No. 10,Col. Centro, C.P. 45640, Tlajomulco de Zuñiga, Jalisco.","01 33 32 83 44 44 ext. 3450 y 3451","20.4758429","-103.4471239"
"Registro Civil Toliman","J. Santos Palacios No. 16, Col. Centro, C.P. 49750, Toliman, Jalisco.","13 434 34 01 28","19.6012299","-103.9149432"
"Registro Civil Tomatlán","Constitución No. 2, Col. Centro, Tomatlán, Jalisco.","01 322 29 85 411","19.9434696","-105.2466443"
"Registro Civil Tonala","Morelos No. 20, Col. Centro, C.P. 45418, Tonala, Jalisco","32843019","20.6315279","-103.2669136"
"Registro Civil Tonala Oficialía No. 8","Atotonilco el Alto No. 6, Col. Centro, Tonala, Jalisco","01 360 77 014","20.6354051","-103.3053128"
"Registro Civil Tonala Oficialía No. 9","Vegetación No. 64, Col. Centro, Tonala, Jalisco","01 368 12 375","20.6289489","-103.2736367"
"Registro Civil Totatiche","Hidalgo No. 37, Col. Centro, Totatiche, Jalisco","01 437 96 40 162","21.9304404","-103.4410621"
"Registro Civil Tototlan","Juárez No. 35, Col. Centro, C.P. 48000, Tototlan, Jalisco","3919160051","20.5445747","-102.7875285"
"Registro Civil Tuxpan","Reforma No. 6, Col. Centro, C.P.. 49800, Tuxpan, Jalisco.","13 714 17 43 17","19.5572679","-103.3789461"
"Registro Civil Unión de San Antonio","Iturbide No. 1, Col. Centro, Unión de San Antonio, Jalisco","01 395 72 50 124","21.1291865","-102.0068559"
"Registro Civil Unión de Tula","Calle Juárez No. 56 Poniente, Col. Centro, C.P. 48000, Unión de Tula, Jalisco","31 637 10 011 Ext. 124 y 128","19.9591797","-104.2715733"
"Registro Civil Valle de Guadalupe","P0alacio Municipal S/N, Col. Centro, Valle de Guadalupe, Jalisco.","13 477 14 00 40","21.0102485","-102.6163019"
"Registro Civil Villa Corona","Calle Juárez No. 56 Poniente, Col. Centro, C.P. 49900, Tecalitlan, Jalisco","01 371 41 8 28 56","19.4715159","-103.3070959"
"Registro Civil Villa Guerrero","Independencia No. 23, Col. Centro, Villa Guerreo, Jalisco.","01 437 96 450 52 ext. 106","20.5781811","-103.1222526"
"Registro Civil Villa Purificación","Nicolas Bravo No. 95, Col. Centro, C.P. 48800, Purificación, Jalisco.","01 35 73 75 01 40 Ext. 110","19.199976","-96.14416229999999"
"Registro Civil Yahualica de González Gallo","Juárez No. 28, Col. Centro, Yahualica de González Gallo, Jalisco.","01 344 78 41 888","21.1782822","-102.8831247"
"Registro Civil Zacoalco de Torres","Leandro Valle No. 13, Col. Centro, C.P. 45750, Zacoalco de Torres, Jalisco","42300071","20.2308536","-103.5714159"
"Registro Civil Zapotiltic","Reforma No. 6, Col. Centro, C.P. 49600, Zapotiltic, Jalisco","0134140442","19.6267993","-103.4169316"
"Registro Civil Zapotlán del Rey","Juárez No. 26, Col. Centro, Zapotlán del Rey, Jalisco.","01 391 92 15 175","20.387111","-102.920275"
"Registro Civil Zapotlanejo","Reforma No. 32, Col. Centro, Zapotlanejo, Jalisco.","01 373 73 41 024","20.6218977","-103.069245"
"SEDESOL, Modalidad Identidad Jurídica del Estado","Lerdo de Tejada n° 2466, Col. Obrera Centro, C.P. 44200, Guadalajara, Jal.","01 333 616 66 70","22.2389022","-97.8472589"
"INEGI Guadalajara","Av. 16 de Septiembre n° 670, Col. Mexicaltzingo C.P.44180, Guadalajara, Jal.","01 333 658 49 61","20.6659624","-103.3487556"
"Instituto Nacional de Migración Delegación Regional Jalisco","Av. Alcalde # 500, Col. Centro, Guadalajara, jalisco.","01 333 942 02 20 ( 207 )","20.6849639","-103.3478965"
