"nombre","direccion","contacto","latitud","longitud"
"Registro Civil de Epazoyucan","Av. Hidalgo n° 11, col. Centro, Epazoyucan, Hidalgo","01 771 7 92 50 02","20.0746227","-98.70314119999999"
"Registro Civil de Francisco I. Madero","Plaza 31 de mayo s/n, Col. Centro, C.P. 42660, Francisco I. Madero, Hidalgo","01 738 7240112 - 0787","20.2468666","-99.09113029999999"
"Registro Civil de Huasca De Ocampo","Palacio Municipal s/n, Huasca de Ocampo, Hidalgo","01 771 79 2 04 03 – 792 01 01 - 792 02 53","20.2040455","-98.5754259"
"Registro Civil de Huautla","Plaza Principal s/n Col. Centro, Huautla, C.P. 43050, Hgo.","01 746 897 01 02","0","0"
"Registro Civil de Huazalingo","Plaza Principal s/n, col. Centro, Huazalingo, Hidalgo","01 789 8 96 30 36 y 6 07 77","20.9785884","-98.5068869"
"Registro Civil de Huehuetla","Plaza Principal s/n, Col. Centro, C.P. 43420, Huehuetla","01 774 79 37119","0","0"
"Registro Civil de Huejutla","Plaza Principal s/n, Huejutla, C.P. 43000, Hidalgo","01 789 8 96 15 15","21.1369179","-98.4117902"
"Registro Civil de Huichapan","Av. Miguel Hidalgo n° 1, Col. Centro, Huichapan, Hidalgo","01 761 7 82 05 45 ext. 116","20.3737098","-99.6471704"
"Registro Civil de Ixmiquilpan","Plaza Juárez s/n, Ixmiquilpan, Hidalgo","01 759 72 3 86 88","20.484053","-99.2178398"
"Registro Civil de Jacala","Héroes de 1847 s/n, col. El Calvario, Jacala, Hidalgo","01 441 2 93 30 77 y 3 32 43","21.012965","-99.1888377"
"Registro Civil de Jaltocan","Plaza Principal s/n, Jaltocan, Hidalgo","01 789 85 58 072","21.1329932","-98.5377711"
"Registro Civil de Juárez Hidalgo","Principal s/n, col. Centro, Juárez Hidalgo, Hidalgo","","19.9915747","-98.86815039999999"
"Registro Civil de La Misión","Palacio Municipal s/n, La Misión, Hidalgo","","20.7217961","-103.3896878"
"Registro Civil de Lolotla","Plaza Principal s/n, col. Centro, Lolotla, Hidalgo","01 774 7 42 40 10","20.8401719","-98.71645919999999"
"Registro Civil de Metepec","Plaza Principal s/n, Metepec, Hidalgo","01 774 745 50 55","20.1724975","-98.3225832"
"Registro Civil de Metzquititlan","Plaza de Armas Num. 5, col. Centro, Metzquititlan, Hidalgo","01 774 7 42 12 16 y 2 12 20","17.9491756","-94.9124634"
"Registro Civil de Metztitlán","Plaza Principal s/n Col. Centro, Metztitlán, C.P. 43351, Hgo.","01 774 743 15 47 y 743 08 41","0","0"
"Registro Civil de Mineral de La Reforma","Av. Hidalgo n° 32, Pachuquilla, Hidalgo","01 771 9 8106","20.0725029","-98.6961372"
"Registro Civil de Mineral del Chico","Plaza Principal s/n Col. Centro, Mineral del Chico, C.P. 42120, Hgo.","01 771 715 21 86","0","0"
"Registro Civil de Mineral Del Monte","Plaza Principal s/n, Col. Centro, C.P. 42130, Mineral del Monte, Hidalgo","01 771 79 7 05 10 – 01 771 79 7 12 16","20.1436705","-98.673811"
"Registro Civil de Mixquiahuala de Juárez","Plaza de la Constitución s/n, col. Centro, Mixquiahuala, C.P. 42700, Hidalgo","01 738 7 25 29 00 ext. 110","20.2294619","-99.21404489999999"
"Registro Civil de Molango","Ignacio Zaragoza s/n, col. Centro, Molango, Hidalgo","01 774 7 45 00 02 y 5 03 69","20.7867224","-98.73031890000001"
"Registro Civil de Nicolás Flores","Plaza Principal s/n, col. Centro, Nicolás Flores, Hidalgo","01 759 7 23 41 94","21.1570696","-100.9347404"
"Registro Civil de Nopala de Villagran","Plaza Principal s/n, Col. Centro, Nopala de Villagran, Hidalgo.","01 761 2 10 24","20.2517937","-99.6447139"
"Registro Civil de Omitlan de Juárez","Plaza Juárez s/n, col. Centro, Omitlan de Juárez, C.P. 43560, Hidalgo","01 771 7 92 21 05 y 7 92 20 75","0","0"
"Registro Civil de Pachuca","Plaza Pedro María Anaya n° 1, col. Centro, Pachuca, Hidalgo.","01 771 713 61 00 ext. 119","20.1265819","-98.73017089999999"
"Registro Civil de Pachuca","Plaza Pedro Ma. Anaya n° 1, Col. Centro, Pachuca, Hidalgo","01 771 3 61 00 ext. 119","20.1265819","-98.73017089999999"
"Registro Civil de Pacula","Plaza Principal s/n, col. Centro, Pacula, Hidalgo","01 55 10 85 92 81 y 82","21.0508182","-99.29624199999999"
"Registro Civil de Pisaflores","Palacio Municipal s/n, C.P. 42220, Pisaflores, Hidalgo","01 483 3786027","21.1943704","-99.0059861"
"Registro Civil de Progreso de Obregón","Palacio Municipal s/n, Progreso de Obregón, Hidalgo","01 738 7 25 06 51 y 7 25 00 02","20.2474076","-99.1871364"
"Registro Civil de San Agustín Tlaxiaca","Av. Independencia n° 2, col. Centro, San Agustín Tlaxiaca, C.P. 42160, Hidalgo","01 743 7 91 46 47 ext. 109","19.8522362","-97.4986752"
"Registro Civil de San Bartolo Tutotepec","Plaza Principal s/n Col. Centro, C.P. 43440, San Bartolo Tutotepec, Hidalgo","01 775 755 32 33","20.4013824","-98.2007943"
"Registro Civil de San Felipe Orizatlan","Plaza Principal s/n, Col. Centro, C.P. 43020, San Felipe Orizatlan, Hidalgo","01 483 36 30058 – 30064","21.1690704","-98.61331880000002"
"Registro Civil de San Salvador","Palacio Municipal s/n, Col. Centro, San Salvador, Hidalgo","01 738 7 83 20 30","20.2837366","-99.0135833"
"Registro Civil de Santiago De Anaya","Domicilio: Plaza Independencia s/n, Col. Centro, C.P. 42620, Santiago de Anaya, Hidalgo.","01 772 7287112","20.3800556","-98.9631789"
"Registro Civil de Santiago Tulantepec","Domicilio: Palacio Municipal s/n, Col. Centro, C.P. 43760, Santiago Tulantepec, Hidalgo.","01 775 75 32914 –15 y 16","20.0409041","-98.3553951"
"Registro Civil de Singilucan","Plaza del Art. 115 s/n, col. Centro, Singuilucan, Hidalgo","01 775 7 55 29 02 y 7 70 00 55","19.9680771","-98.51992539999999"
"Registro Civil de Tasquillo","Domicilio: Palacio Municipal s/n, Col. Centro, Tasquillo, Hidalgo.","01 759 72 3 54 42 – 01 759 72 3 50 48","20.5466657","-99.31237"
"Registro Civil de Tecozautla","Domicilio: Plaza de la Constitución n° 1, Tecozautla, Hidalgo","01 771 159 3 579","20.5326359","-99.6323321"
"Registro Civil de Tenango de Doria","Dirección. Plaza Principal s/n, col. Centro, Tenango de Doria, Hidalgo.","01 776 755 35 88","20.3367247","-98.2240321"
"Registro Civil de Tepeapulco","Domicilio: Plaza de la Constitución n° 8, C ol. Centro, Tepeapulco, Hidalgo","01 791 913 05 97 – 913 18 12","19.7834383","-98.5528746"
"Registro Civil de Tepehuacan De Guerrero","Domicilio: Palacio Municipal s/n, Col. Centro, C.P. 43120, Tepehuacan de Guerrero. Hidalgo","01 774 74 2 70 37 39","21.0140292","-98.8404104"
"Registro Civil de Tepeji del Río","Jardín Hidalgo s/n Col. Centro, Tepeji del Río, C.P. 42850, Hidalgo.","01 773 733 13 53, 733 13 32 y 733 00 33","0","0"
"Registro Civil de Tepetitlan","Plaza de la Constitución s/n, col. Centro, Tepetitlan, Hidalgo.","01 773 7 32 55 24 y 2 55 27","20.1866678","-99.3800964"
"Registro Civil de Tetepango","Av. Zaragoza n° 20, Col. Centro, Tetepango, Hidalgo","01 778 7 82 40 43","20.1016602","-99.1622687"
"Registro Civil de Tezontepec de Aldama","Aldama n° 1 Col. Centro, Tezontepec de Aldama, C.P. 42760, Hgo.","01 763 737 51 01 y 737 51 02","20.1916672","-99.2726331"
"Registro Civil de Tianquistengo","Plaza Principal n° 68, Col. Centro, C.P. 43270, Tianquistenco, Hildago","01 774 74 40106 – 40107","22.9507649","-102.7009991"
"Registro Civil de Tizayuca","Plaza Principal s/n, col. Centro, Tizayuca, Hidalgo","01 779 96 33 3 y 6 02 33","19.8538245","-98.9785964"
"Registro Civil de Tlahuelilpan","Palacio Municipal s/n, col. Centro, Tlahuelilpan, Hidalgo","01 763 7 86 00 10 y 7 86 00 11","20.1301776","-99.228679"
"Registro Civil de Tlahuiltepa","Plaza Principal s/n, col. Centro, Tlahuiltepa, CP 43170, Hidalgo","01 200 12 32 86 970 y 71","0","0"
"Registro Civil de Tlanalapa","Domicilio: Plaza Principal s/n, Tlanalapa, Hidalgo","01 791 91 3 11 53","19.8164842","-98.6023254"
"Registro Civil de Tlanchinol","Plaza Principal s/n, col. Centro, Tlanchinol, Hidalgo","01 774 9 74 00 18","20.986192","-98.66762489999999"
"Registro Civil de Tlaxcoapan","Plaza Principal s/n, col. Centro, Tlaxcoapan, Hidalgo","01 778 7 37 00 56 y 7 00 35","20.0531022","-99.2297238"
"Registro Civil de Tolcayuca","Plaza de la Patria n° 1 Col. Centro, Tolcayuca, C.P. 43860, Hgo.","01 743 741 09 77","19.9563274","-98.9222255"
"Registro Civil de Tula De Allende","Plaza del Nacionalismo s/n, Col. Centro, Tula de Allende, Hidalgo","01 773 732 1082 1183 1495 ext 128 – 102","20.0520145","-99.333773"
"Registro Civil de Tulancingo de Bravo","Domicilio: Plaza Cívica Manuel Fernando Soto s/n, Fracc. Los Pinos, C.P. 43602, Tulancingo, Hidalgo.","01 775 75 50477","20.0904802","-98.3690922"
"Registro Civil de Villa De Tezontepec","Palacio Municipal s/n, Col. Centro, C.P. 43880, Villa de Tezontepec, Hidalgo","01 74374 10011- 1 04 44","19.8820941","-98.8218954"
"Registro Civil de Xochiatipan","Plaza Principal s/n Zona Centro, Xochiatipan, Hidalgo","01 771 1042670","20.8342711","-98.2848954"
"Registro Civil de Xochicoatlan","Plaza Hidalgo s/n, col. Centro, Xochicoatlan, Hidalgo","01 774 7 44 00 60","20.7771379","-98.6799359"
"Registro Civil de Yahualica","Av. s/n,col. Centro, Yahualica, C.P. 43080, Hidalgo","01 774 9 74 40 79","0","0"
"Registro Civil de Zacualtipan","Plaza Principal s/n, Col. Centro, C.P. 43200, Zacualtipan, Hidalgo.","01 774 74 20022","20.6485245","-98.6576724"
"Registro Civil de Zapotlan","Plaza Constitución s/n, col. Centro, Zapotlan, Hidalgo","01 43 91 01 32","19.9738134","-98.86198019999999"
"Registro Civil de Zempoala","Plaza Principal s/n, col. Centro, Zempoala, Hidalgo","01 43 41 50 88 y 1 50 44","19.9145814","-98.68786329999999"
"Registro Civil de Zimapan","Plaza Constitución n° 1, Col. Centro, Zimapan, Hidalgo.","01 759 7 28 21 16","20.7374362","-99.38266109999999"
"Presidencia Municipal","Plaza Principal s/n Col. Centro, Ajacuba, Hidalgo","01 778 78 2 43 24","20.1808381","-99.0371252"
"INEGI Pachuca","Blvd. Felipe Angeles s/n, Plaza Perisur Edificio GM 3er. Piso, Col. Venta Prieta, Pachuca, Hidalgo.","01 771 711 08 51 10","20.0876193","-98.7669789"
"Instituto Nacional de Migración Delegación Regional Hidalgo","Blvd. Felipe Angeles s/n, Santa Julia, Pachuca, Hidalgo.","01 771 718 79 33","20.1018085","-98.7621867"
