"nombre","direccion","contacto","latitud","longitud"
"Registro Civil de Chinicuila Villa Victoria","Presidencia Municipal, Col. Centro, C.P. 60820, Chinicuila, Mich.","01 424 574-20-37","0","0"
"Registro Civil de Chucandiro","Plaza Morelos s/n Presidencia Municipal, Col. Centro, C.P. 58860, Chucandiro, Mich.","01 384 3884 80 17 y 18","19.8984039","-101.3336566"
"Registro Civil de Churintzio","Hidalgo n° 40, Col. Centro, C.P. 59440, Churintzio, Mich.","01 328 51287892 Ext. 22","20.1503047","-102.0654091"
"Registro Civil de Churumuco de Morelos","Presidencia Municipal, Col. Centro, C.P. 61880, Churumuco, Mich.","01 425 592 55 57 ó 54 ó 59","0","0"
"Registro Civil de Ecuandureo","Madero n° 58-D, Col. Centro, C.P. 59730, Ecuandureo, Mich.","01 328 518 50-11","19.8102189","-102.7031716"
"Registro Civil de Epitacio Huerta","Morelos n° 8, Col. Centro, C.P. 61000, Epitacio Huerta, Mich.","01 421 454 00 11","20.1348076","-100.2934518"
"Registro Civil de Erongaricuaro","Portal Hidalgo n° 4 Presidencia Municipal, Col. Centro, C.P. 61630, Erongaricuaro, Mich.","01-434 3-44-01-04 Ext. 17","19.5880504","-101.7209351"
"Registro Civil de Erongaricuaro","Portal Hidalgo n° 4 Presidencia Municipal, Erongaricuaro, Mich.","01 434 344 01 04 ext. 17","19.5880504","-101.7209351"
"Registro Civil de Gabriel Zamora","Dante Cusi n° 66 Int. 10, Col. Centro, C.P. 61730, Gabriel Zamora, Mich.","01 422 52 1 51 88","19.1631471","-102.0546909"
"Registro Civil de Ciudad Hidalgo","Simón Bolivar n° 41, Col. Centro, C.P. 61100, Hidalgo, Mich.","01786 1 54 56 53","26.9288088","-105.6664365"
"Registro Civil de Ciudad Huacana la","Portal Allende No. 37, Col. Centro, La Huacana, Mich.","01 425 5-47-04-28","18.9601759","-101.8105023"
"Registro Civil de Huandacareo","Av. Lazaro Cardenas No. 8, Col. Centro, C.P. 58820, Huandacareo, Mich.","01 455 3-58-01-55","19.9879965","-101.2777727"
"Registro Civil de Huaniqueo de Morales","Plaza Principal, Presidencia Municipal, C.P. 58360, Huaniqueo, Mich.","01 454 3-82-01-03","19.2999963","-101.6833323"
"Registro Civil de Huetamo de Nuñez","Av. Madero Norte n° 27 Int. 03, Col. Centro, C.P. 61940, Huetamo, Mich.","01-435 5-56-47-57","18.6281814","-100.8998098"
"Registro Civil de Huiramba","Portal Hidalgo s/n, Col. Centro, C.P. 61640, Huiramba, Mich.","01 434 3-43-50-77","19.5448149","-101.4348016"
"Registro Civil de Indaparapeo","Morelos n° 77, Col. Centro, C.P. 58970, Indaparapeo, Mich.","01 451 3-52-00-17","19.7898586","-100.9685023"
"Registro Civil de Irimbo","Morelos n° 32, Col. Centro, C.P. 61280, Irimbo, Mich.","01 786 1-56-10-41","19.697073","-100.479452"
"Registro Civil de Ixtlan de los Hervores","Juárez No. 1, C.P. 61280, Irimbo, Mich.","01 328 5-51-60-46","19.697073","-100.479452"
"Registro Civil de Jacona de Plancarte","Amado Nervo 89 Ote. Col. Centro, Jacona, Mich.","01 351 5-16-63-35","19.9568276","-102.3070931"
"Registro Civil de Jiménez","1ero de Mayo 15, Col. Centro, Villa Jiménez, Mich.","01 454 3-66-30-48","19.9215505","-101.7480744"
"Registro Civil de Jiquilpan de Juárez","Emiliano Zapata 45 Int. A, Col. Centro, Jiquilpan, Mich.","01 353 5-33 06 59","19.991432","-102.7201752"
"Registro Civil de José Sixto Verduzco Pastor Ortíz","Venustiano Carranza s/n Past or Ortíz, Col. Centro, C.P. 58540, José Sixto Verduzco, Mich.","01 438 6-98-0052","20.3010242","-101.596224"
"Registro Civil de Juárez Benito Juárez","Calle Benito Juárez s/n, Col. Centro, C.P. 61570, Benito Juárez, Mich.","01 786 1-92-31-21","19.3132684","-100.4322374"
"Registro Civil de Jungapeo de Juárez","Francisco Olguín n° 2 Presidencia Municipal, Col. Centro, C.P. 61470, Jungapeo, Mich.","01 715 157 01 19","19.4611628","-100.4916507"
"Registro Civil de Lagunillas","Boulevard Morelos n° 137, Col. Centro, C.P. 58450, Lagunillas, Mich.","01 434 342 45 87","20.570454","-101.1995981"
"Registro Civil de Lázaro Cárdenas","Av. Rio Balsa No. 40, Primer Secc. De Fidelac, Lázaro Cárdenas, Mich.","01 753 5-32-23-50","17.9567646","-102.1943485"
"Registro Civil de Lázaro Cárdenas (Las Guacamayas)","Mérida s/n Centro Comercial Guacamayas, Col. Centro, C.P. 60950, Lázaro Cárdenas, Mich.","01 753 531 23 48","17.9603604","-102.1947233"
"Registro Civil de Lázaro Cárdenas Caleta de Campos","Colegio Militar No. 20, Col. Centro, Caleta de Campos, Mich.","01 753 5-31-50-53","18.4465133","-95.21026630000001"
"Registro Civil de Los Reyes de Salgado","Portal Guerrero n°7 Int. 2, Col. Centro, C.P. 60300, Los Reyes, Mich.","01 354 542 08 02 y 541-07-63","19.5890664","-102.474529"
"Registro Civil de Madero Villa","Av. Morelos Sur n° 18, Col. Centro, C.P. 58480, Madero, Mich.","01 459 341 20 20","19.3922545","-101.27727"
"Registro Civil de Maravatío de Ocampo","Madero y Ocampo s/n Presidencia Municipal, Col. Centro, C.P. 61250, Maravatío, Mich.","01 447 478 18 60","19.8939138","-100.4298225"
"Registro Civil de Marcos Castellanos San José de Gracia","Galeana Esq. Reforma, San José de Gracia Col. Centro, C.P. 59500, Marcos Castelllanos, Mich.","01 381 537 19 28","0","0"
"Registro Civil de Morelia Departamento de Aclaración de Actas","Nigromante No. 79, Col. Centro C.P. 58000, Mich.","01 443 3-13-44-80","0","0"
"Registro Civil de Morelia II","Ortega y Montañés n° 290, Col. Centro, C.P. 58000, Morelia, Mich.","01 443 312 45 65","19.6982998","-101.1880202"
"Registro Civil de Morelia III","Minzita No. 444, Fracc. Manantiales, Morelia, Mich.","01 443 3-01-90-86","19.6999024","-101.2396803"
"Registro Civil de Morelia (Santa María Guido)","Ramón López Velarde No. 11, Tenencia de Santamaría de Guido, Morelia, Mich.","01 443 3-23-56-73","19.6681466","-101.1868489"
"Registro Civil de Morelos (Villa Morelos)","Portal Morelos n° 01, Villa Morelos, Morelos, Mich.","01 438 387 30 06","18.9268113","-99.1907178"
"Registro Civil de Mugíca (Mugica)","Av. Lázaro Cárdenas n° 240, Col. Centro, C.P. 61760, Mugíca, Mich.","01-425 5-35-21-67","19.0265603","-102.0919015"
"Registro Civil de Nahuatzén","Francisco I. Madero n° 180, Presidencia Col. Centro, C.P. 60280, Nahuatzén, Mich.","01 423 594 24 28","0","0"
"Registro Civil de Nocupétaro","Morelos Sur s/n, Presidencia Municipal, Nocupétaro, Mich.","01 459 351 00 80","19.04767","-101.154701"
"Registro Civil de Nuevo Urecho","Domicilio Conocido Presidencia Municipal, Nuevo Urecho, Mich.","01 422 521 30 75 y 76","19.1647103","-101.8678196"
"Registro Civil de Numarán","Plaza Cuauhtémoc Presidencia Municipal, Col. Centro, C.P. 59430, Numarán, Mich.","01 359 521 51 09","20.256077","-101.9547783"
"Registro Civil de Nuevo Parangaricutiro ( Nvo. Sn. Juan Parangaricutiro","16 de Septiembre s/n Presidencia Municipal, Col. Centro, C.P. 60490, Parangaricutiro, Mich.","01 452 594 02 11 y 5-94-02-20","0","0"
"Registro Civil de Ocampo","Benito Juárez n° 20 Presidencia Municipal, Col. Centro, C.P. 61450, Ocampo, Mich.","01 715 151 01 93","19.5832047","-100.3396012"
"Registro Civil de Pajacuarán","Aldama n°1, Col. Centro, C.P. 59180, Pajacuarán, Mich.","01 353 573 05 66","20.1203521","-102.564896"
"Registro Civil de Panindícuaro","Portal Hidalgo n° 1, Presidencia Municipal, Col. Centro, C.P. 58570, Panindícuaro, Mich.","01 454 361 00 07","19.9823608","-101.7552333"
"Registro Civil de Paracho (Paracho de Verduzco)","Lic. Eduardo Ruiz n° 356, Col. Centro, C.P. 60250, Paracho, Mich.","01 423 525 11 95","19.6477919","-102.0503535"
"Registro Civil de Parácuaro","Portal Ocampo n° 34 Presidencia Municipal, Col. Centro, C.P. 60760, Parácuaro, Mich.","01 425 521 82 21","19.1459745","-102.2188255"
"Registro Civil de Patzcuaro","Portal Hidalgo n° 78, Col. Centro, C.P. 38000 Patzcuaro, Mich.","01 434 342 32 77","19.771547","-104.3669199"
"Registro Civil de Penjamillo (Penjamillo de Degollado)","Morelos n° 47, Col. Centro, C.P. 59470, Penjamillo, Mich.","01 359 524 04 40","20.073481","-101.937897"
"Registro Civil de Peribán (Periban de Ramos)","Portal Blanco n° 6 Int. 2, Col. Centro, C.P. 60440, Peribán, Mich.","01 354 551 11 50","19.5199776","-102.4154809"
"Registro Civil de Piedad La ( Piedad de Cabadas La)","Mercado Mixto La Piedad, Presidencia Municipal, La Piedad, Mich.","01 352 525-45-83, 525-45-52 Rtas.","20.3307372","-102.0443851"
"Registro Civil de Purépero (Purepero de Echaiz)","5 de mayo n° 31 Int. 10, Col. Centro, C.P. 58760, Purépero, Mich.","01 471 366 10 40 y 366-11-44","19.909468","-102.0066741"
"Registro Civil de Puruandiro","Nicolás Bravo n° 6, Col. Centro, C.P. 58500, Puruandiro, Mich.","01 438 383 11 88","20.0872203","-101.5159207"
"Registro Civil de Queréndaro","Plaza Principal Palacio Municipal, Col. Centro, C.P. 58980, Queréndaro, Mich.","01 451 352 62 30","19.8090957","-100.8874865"
"Registro Civil de Quiroga","Lázaro Cárdenas n° 55, Col. Centro, C.P. 58420, Quiroga, Mich.","01 454 354 92 48","19.6661564","-101.5231201"
"Registro Civil de Regules ( Cojumatlan de Regules )","Mariano Otero No. 117, Cojumatlan de Regules, Mich.","01 381 5-36-07-99","20.120969","-102.8501788"
"Registro Civil de Salvador Escalante (Santa Clara del Cobre)","Ignacio Allende n° 56, Col. Santa Clara del Cobre, C.P. 61800, Salvador Escalante, Mich.","01 434 343 00 75 y 343-00-48","19.4074061","-101.6401427"
"Registro Civil de San Lucas","Servando Sánchez s/n, Col. Centro, C.P. 61980, San Lucas, Mich.","01 435 678-32-56","18.5889428","-100.7859028"
"Registro Civil de Santa Ana Maya","Jardín Principal Presidencia Municipal, Col. Centro, C.P. 58900, Santa Ana Maya, Mich.","","20.0062768","-101.0231001"
"Registro Civil de Senguio","Hidalgo s/n, Col. Centro, C.P. 61290, Senguio, Mich.","01 786 155 51 27","19.7343789","-100.3519104"
"Registro Civil de Susupuato (De Guerrero)","Vicente Guerrero s/n Presidencia Municipal, Col. Centro, C.P. 61590, Susupuato, Mich.","01 786 151 20 86","19.2156243","-100.4048287"
"Registro Civil de Tacámbaro (De CodAllos)","Revolución n° 23 - E, Col. Centro, C.P. 61650, Tacámbaro, Mich.","01 44 33 30 72 95","19.2354642","-101.4570435"
"Registro Civil de Tacámbaro Pedernales","Av. José Ma. Morelos Pte. No. 78, Centro, Pedernales, Mich.","01 459 341-04-59","19.1407727","-101.4688409"
"Registro Civil de Tancítaro","Morelos No. 69, Centro, Tancítaro, Mich.","04 425 591-52-08","19.3403436","-102.3628438"
"Registro Civil de Tangamandapio (Santiago Tangamandapio)","Portal Hidalgo n° 5, Col. Centro, C.P. 59920, Santiago Tangamandapio, Mich.","","19.9537213","-102.4319711"
"Registro Civil de Tangancícuaro de Arista","Dr. Miguel Sílva n°105, Col. Centro, C.P. 59750, Tangancícuaro, Mich.","01 355 553-21-46, 553-20-01 Ext. 5","19.8854492","-102.2090633"
"Registro Civil de Tanhuato de Guerrero","Francisco I. Madero n° 12-B, Col. Centro, C.P. 59230, Tanhuato, Mich.","01 356 567 11-23","20.2844867","-102.3282796"
"Registro Civil de Taretán","Portal Hidalgo n° 1, Col. Centro, C.P. 61710, Taretán, Mich.","01 422 592 03 90","19.3348664","-101.9177441"
"Registro Civil de Tarímbaro","Miguel Hidalgo n° 11, Col. Centro, C.P. 58880, Tarímbaro, Mich.","387 60 38","19.7954961","-101.1776461"
"Registro Civil de Tepalcatepec","Melchor Ocampo n° 145, Col. Centro, C.P. 60540, Tepalcatepec, Mich.","01 424 536 01 99, 536-18-42 y 536-15-41","19.1915954","-102.8436033"
"Registro Civil de Tingambato","Plaza Principal, Col. Centro, C.P. 60290, Tingambato, Mich.","01 423 591 04 88","19.5013282","-101.8521082"
"Registro Civil de Tingambato Pichataro","Zaragoza n/s, Pichataro, Tingambato, Mich","","19.5700829","-101.8079036"
"Registro Civil de Tinguindin","Colón y 18 de marzo s/n, Col. Centro, C.P. 59980, Tinguindin, Mich.","","19.7389324","-102.4867883"
"Registro Civil de Tiquicheo","Oton Villela s/n, Tiqiuicheo, Mich., Col. Centro, C.P. 61370, Tiquicheo, Mich.","01 459 384 42 32 y 31","18.9005159","-100.7372834"
"Registro Civil de Tlalpujahua de Rayón","Portal Centenario s/n Presidencia Municipal, Col. Centro, C.P. 61060, Tlalpujahua, Mich.","01 711 158 01 11","19.8077206","-100.1738024"
"Registro Civil de Tlazazalca","Conocido, Frente a la Presidencia Municipal, Tlazazalca, Mich.","","19.9702137","-102.0562139"
"Registro Civil de Tocumbo","Portal Lázaro Cárdenas n° 16, Col. Centro, C.P. 59960, Tocumbo, Mich.","01 354 558 10 30","19.7020667","-102.5225624"
"Registro Civil de Tumbiscatio de Ruiz","Emiliano Zapata n° 7, Col. Centro, C.P. 60900, Tumbiscatio, Mich.","01 452 547 81 17 y 06","21.667822","-100.574459"
"Registro Civil de Turicato","Portal Muñiz, Col. Centro, C.P. 61680, Turicato, Mich.","01 459 341-02-81 Ext. 108","19.0529909","-101.4186301"
"Registro Civil de Turicato Puruaran","Av. Mariano Matamoros s/n, Puruaran Col. Centro, C.P. 61680, Turicato, Mich.","01 459 341 50 68","19.0529909","-101.4186301"
"Registro Civil de Tuxpan","Av. Morelos n° 4 Presidencia Municipal, Col. Centro, C.P. 61420, Tuxpan, Mich.","01 786 155 00 13","19.5644134","-100.4593262"
"Registro Civil de Tuzantla","Avenida Sixto Verduzco s/n, Col. Centro, C.P. 61540, Tuzantla, Mich.","01 786 192 00 49","19.2066671","-100.5753759"
"Registro Civil de Tzintzuntzan","Av. Las Yacatas n° 25, Col. Centro, C.P. 58440, Tzintzuntzan, Mich.","01 434 344 30 45","19.6287856","-101.57769"
"Registro Civil de Tzitzio","Carretera Tzitzio, Mich.","01 459 353-00-08","19.5858518","-100.9234067"
"Registro Civil de Uruapan","Domicilio Conocido, Zona Centro, C.P. 60000, Uruapan, Mich.","01-452-5-23-75-77","19.4184065","-102.0646873"
"Registro Civil de Uruapan Caltzontzin","Domicilio Conocido, Caltzontzin, Uruapan, Mich..","","19.4283662","-102.0055196"
"Registro Civil de Uruapan Nuevo Zirosto","Domicilio Conocido, Nuevo Zirosto, Uruapan, Mich..","01 354 544-41-99","19.548318","-102.3478193"
"Registro Civil de Venustiano Carranza","Reforma n° 10, Col. Centro, C.P. 59160, Venustiano Carranza, Mich.","","20.1156094","-102.6523271"
"Registro Civil de Venustiano Carranza (La Palma)","Hidalgo n° 18, Col. Centro, C.P. 59161, Venustiano Carranza, Mich.","01 353 572 43 77","20.1156172","-102.6532013"
"Registro Civil de Villamar","Colón n° 5, Col. Centro, C.P. 59550, Villamar, Mich.","01 383 514 01 87","20.0210404","-102.5951629"
"Registro Civil de Vista Hermosa de Negrete","Francisco I. Madero n° 30, Col. Centro, C.P. 59200, Vista Hermosa, Mich.","01 393 93 8 31 16","20.2734426","-102.4758816"
"Registro Civil de Yurécuaro","Guerrero n° 58-B, Col. Centro, C.P. 59250, Yurécuaro, Mich.","01 356 56 8 09 79","20.3422781","-102.2847508"
"Registro Civil de Zacapu","Ignacio Ramírez # 44, Centro, Zacapu, Mich.","","19.8187443","-101.7912989"
"Registro Civil de Zamora Ario de Rayón","Lázaro Cárdenas n° 3, Ario de Rayón, Zamora, Mich.","01 351 558 00 64","20.0251295","-102.3449033"
"Registro Civil de Zamora de Hidalgo","Madero Sur 238-D, Col. Centro, C.P. 59600, Zamora, Mich.","01 351 512 31 43","19.9832657","-102.2879667"
"Registro Civil de Zinaparo","Colón 39-A Centro, Zinaparo, Mich.","01 359 521 01 03","20.1740048","-101.9981129"
"Registro Civil de Zinapécuaro de Figueroa","Félix Ireta n° 12, Zinapécuaro, Mich.","01 451 355 02 00","19.857114","-100.8269387"
"Registro Civil de Ziracuaretiro","Matamoros Esq. Rivapalacio s/n, Col. Centro, C.P. 61700, Ziracuaretiro, Mich.","01 423 593 00 43","19.416371","-101.9102526"
"Registro Civil de Zitácuaro Heroica","Libramiento Mújica n° 119, Col. Centro, C.P. 61500, Zitácuaro, Mich.","01 715 153 07 67","19.2833215","-98.4386713"
"Municipio de Angamacutiro","Portal, Plaza Principal s/n, Col. Centro, C.P. 58550 Angamacutiro, Michoacán.","01 454 3 81 04 30","19.5665192","-101.7068294"
"Municipio de Buenavista Tomatlan","Dirección:Alvaro Obregón s/, Col. Centro, C.P. 60500, Buenavista, Michoacán","Tel.:01 426 5 72 02 64","19.2119827","-102.5843111"
"Municipio de Ecuandureo","Palacio Municipal s/n, Col. Centro, C.P. 59730, Ecuandureo, Michoacán","Tel.:01 328 5 18 51 42 y 43","20.1615192","-102.1945346"
"Municipio Huacana, La","Comonfort no. 148, Col. Ernesto Rodríguez, C.P. 61853, La Huacana, Michoacán","Tel.:01 425 5 47 00 22","18.9600109","-101.8065089"
"Municipio de Huetamo","Av. Madero s/n, Col. Centro, C.P. 61940, Huetamo, Michoacán","Tel.:01 435 5 56 03 42, 5 56 02 92 ext. 106","18.6240599","-100.900136"
"Municipio de Lázaro Cárdenas","Av. Lázaro Cárdenas no. 516, Col. Centro, C.P. 60950, Lázaro Cárdenas, Michoacán","Tel.:01 753 5 37 22 81","17.9850697","-102.2293963"
"Municipio de la Piedad","Aquiles Serdan no. 144-8, Col. Centro, C.P. 59300, La Piedad, Michoacán","01 352 5 22 78 56","20.3430352","-102.0234406"
"Municipio de Sahuayo","Boulevard Lázaro Cárdenas Esq. Constitución s/n, Col. Centro, C.P. 59000, Sahuayo, Mich.","01 353 532 06 93","20.0570373","-102.7164439"
"Municipio de Tancitaro","Palacio Municipal s/n, Col. Centro, C.P. 60460, Tancitaro, Michoacán","01 425 5 91 50 85","19.3368654","-102.3624818"
"Municipio de Tangamandapio","Presidencia Municipal s/n, Col. Centro, C.P. 59920, Tangamandapio, Michoacán","01 383 5 18 35 00","19.953163","-102.4351923"
"Municipio de Tangancicuaro","Dr. Miguel Silva no. 105 norte, Col. Centro, C.P. 59750, Tangancicuaro, Michoacán","Tel.:01 355 5 53 21 46 ó 5 53 22 83","19.8872477","-102.2061624"
"Municipio de Tanhuato","Portal Hidalgo No. 19, Col. Centro, C.P. 59230, Tanhuato, Michoacán","Tel.:01 356 5 67 03 25","20.2840074","-102.32798"
"Municipio de Tiquicheo","Palacio Municipal s/n, Col. Centro, C.P. 61370, Tiquicheo, Michoacán","Tel.:01 459 3 84 41 85","18.9005159","-100.7372834"
"Municipio de Tlalpujahua","Portal Centenario s/n, Col. Centro, C.P. 61060, Tlalpujahua","Tel.:01 711 1 58 01 11","19.8077206","-100.1738024"
"Municipio de Yurecuaro","Portal Hidalgo no. 15, Col. Centro, C.P. 59250, Yurecuaro, Michoacán","Tel.:01 356 5 68 06 44","20.3412374","-102.2817379"
"Municipio de Zacapu","Palacio Municipal s/n, Col. Centro, C.P. 58600, Zacapu, Michoacán","Tel.:01 436 3 63 72 44","19.8173322","-101.7908387"
"Municipio de Churintzio","Hidalgo no. 40, Col. Centro, C.P. 59440, Churintzio, Michoacán","Tel.:01 328 5 18 71 76","20.1503047","-102.0654091"
"Municipio de Purepero","Palacio Municipal s/n, Col. Centro, C.P. 58760, Purepero, Michoacán","Tel.:01 471 3 66 00 31 ó 3 66 14 43","19.9068328","-102.0061503"
"Municipio de Tuzantla","Av. Sixto Verduzco no. 6, Col. Centro, C.P. 61540, Tuzantla, Michoacán","Tel.:01 786 1 92 00 96","20.0259237","-102.3481844"
"SEDESOL, Modalidad Identidad Jurídica en el Estado","Santos Degollado n° 262, Col. Nueva Chapultepec Sur, C.P. 58260, Morelia, Mich.","01 314 314 91 51","19.6896479","-101.1773945"
"Instituto Nacional de Migración Delegación Regional Michoacán","Km. 27.5, carrt. Morelia-Zinapecuaro, Álvaro Obregón, Michoacán.","01 443 317 18 45","19.8279901","-101.0414402"
